title,type,question,A,B,C,D,answer,image
Johor Segamat Set 2 F4,radio,F4 Bab 1,A,B,C,D,C,Picture1.png
,radio,F4 Bab 1,A,B,C,D,A,Picture2.png
,radio,F4 Bab 2,A,B,C,D,B,Picture3.png
,radio,F4 Bab 2,A,B,C,D,B,Picture4.png
,radio,F4 Bab 3,A,B,C,D,A,Picture5.png
,radio,F4 Bab 3,A,B,C,D,B,Picture6.png
,radio,F4 Bab 4,A,B,C,D,A,Picture7.png
,radio,F4 Bab 4,A,B,C,D,C,Picture8.png
,radio,F4 Bab 5,A,B,C,D,C,Picture9.png
,radio,F4 Bab 5,A,B,C,D,D,Picture10.png
,radio,F4 Bab 6,A,B,C,D,C,Picture11.png
,radio,F4 Bab 6,A,B,C,D,D,Picture12.png
,radio,F4 Bab 7,A,B,C,D,D,Picture13.png
,radio,F4 Bab 7,A,B,C,D,C,Picture14.png
,radio,F4 Bab 8,A,B,C,D,B,Picture15.png
,radio,F4 Bab 8,A,B,C,D,C,Picture16.png
,radio,F4 Bab 9,A,B,C,D,B,Picture17.png
,radio,F4 Bab 9,A,B,C,D,D,Picture18.png
,radio,F4 Bab 10,A,B,C,D,A,Picture19.png
,radio,F4 Bab 10,A,B,C,D,D,Picture20.png
